# arch=ppc sdk=/Developer/SDKs/MacOSX10.5.sdk cc=/usr/bin/gcc-4.0 inode64=True
F	segment_command	nsects	48	4
F	segment_command	flags	52	4
S	segment_command_64	struct segment_command_64	72	4
F	segment_command_64	cmd	0	4
F	segment_command_64	cmdsize	4	4
F	segment_command_64	segname	8	16
F	segment_command_64	vmaddr	24	8
F	segment_command_64	vmsize	32	8
F	segment_command_64	fileoff	40	8
F	segment_command_64	filesize	48	8
F	segment_command_64	maxprot	56	4
F	segment_command_64	initprot	60	4
F	segment_command_64	nsects	64	4
F	segment_command_64	flags	68	4
S	load_command	struct load_command	8	4
F	load_command	cmd	0	4
F	load_command	cmdsize	4	4
S	sockaddr_dl	struct sockaddr_dl	20	2
F	sockaddr_dl	sdl_len	0	1
F	sockaddr_dl	sdl_family	1	1
F	sockaddr_dl	sdl_index	2	2
F	sockaddr_dl	sdl_type	4	1
F	sockaddr_dl	sdl_nlen	5	1
F	sockaddr_dl	sdl_alen	6	1
F	sockaddr_dl	sdl_slen	7	1
F	sockaddr_dl	sdl_data	8	12
S	sockaddr_ctl	struct sockaddr_ctl	32	4
F	sockaddr_ctl	sc_len	0	1
F	sockaddr_ctl	sc_family	1	1
F	sockaddr_ctl	ss_sysaddr	2	2
F	sockaddr_ctl	sc_id	4	4
F	sockaddr_ctl	sc_unit	8	4
F	sockaddr_ctl	sc_reserved	12	20
S	in6_pktinfo	struct in6_pktinfo	20	4
F	in6_pktinfo	ipi6_addr	0	16
F	in6_pktinfo	ipi6_ifindex	16	4
S	ipc_perm	struct ipc_perm	16	4
F	ipc_perm	uid	4	2
F	ipc_perm	gid	6	2
F	ipc_perm	cuid	0	2
F	ipc_perm	cgid	2	2
F	ipc_perm	mode	8	2
S	sembuf	struct sembuf	6	2
F	sembuf	sem_num	0	2
F	sembuf	sem_op	2	2
F	sembuf	sem_flg	4	2
S	in_addr	struct in_addr	4	4
F	in_addr	s_addr	0	4
S	thread_standard_policy	struct thread_standard_policy	4	4
F	thread_standard_policy	no_data	0	4
S	thread_extended_policy	struct thread_extended_policy	4	4
F	thread_extended_policy	timeshare	0	4
S	thread_time_constraint_policy	struct thread_time_constraint_policy	16	4
F	thread_time_constraint_policy	period	0	4
F	thread_time_constraint_policy	computation	4	4
F	thread_time_constraint_policy	constraint	8	4
F	thread_time_constraint_policy	preemptible	12	4
S	thread_precedence_policy	struct thread_precedence_policy	4	4
F	thread_precedence_policy	importance	0	4
S	thread_affinity_policy	struct thread_affinity_policy	4	4
F	thread_affinity_policy	affinity_tag	0	4
S	malloc_statistics_t	struct malloc_statistics_t	16	4
F	malloc_statistics_t	blocks_in_use	0	4
F	malloc_statistics_t	size_in_use	4	4
